series,episode,baker,baker_last_name,signature_bake,show_stopper,technical,result,baker_age,baker_occupation,hometown
4,7,Ruby,Tandoh,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts,2,IN,20,History of Art and Philosophy Student,"Southend, Essex"
4,8,Beca,Lyne-Pirkis,"Potato, Spelt and Rosemary Focaccia",Spiced Butternut Squash and Pecan 'Cheese' Cake,4,IN,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,8,Christine,Wallace,"Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant,5,OUT,66,Director of an engraving company,"Didcot, Oxfordshire"
4,8,Frances,Quinn,'Chelsea Flour Show' Bun Bouquet,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)",3,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,8,Kimberley,Wilson,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House,2,IN,30,Psychologist,London
4,8,Ruby,Tandoh,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot,1,STAR BAKER,20,History of Art and Philosophy Student,"Southend, Essex"
4,9,Beca,Lyne-Pirkis,Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,Banoffee Opera Cake,3,OUT,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,9,Frances,Quinn,"Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",Great British Soap Opera Cake,2,IN,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,9,Kimberley,Wilson,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake,1,STAR BAKER,30,Psychologist,London
4,9,Ruby,Tandoh,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake",4,IN,20,History of Art and Philosophy Student,"Southend, Essex"
4,10,Frances,Quinn,Rainbow Picnic Pie,Midsummer Night's Dream Wedding Cake,3,WINNER,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,10,Kimberley,Wilson,Chicken and Pig Pie,Languages of Love Wedding Cake,1,Runner-up,30,Psychologist,London
4,10,Ruby,Tandoh,Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake",2,Runner-up,20,History of Art and Philosophy Student,"Southend, Essex"
5,1,Chetna,Makan,"Cardamom, Pistachio and Coffee Swiss Roll",Tiered Victoria Sponges with Lemon Curd and Raspberry Cream,3,IN,35,Fashion Designer,"Broadstairs, Kent"
5,1,Claire,Goodwin,Chocolatey Orangey Swirly Roll,Mini Chocolate and Cherry Cakes,8,OUT,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,1,Diana,Beard,Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises,5,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,1,Enwezor,Nzegwu,Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares,9,IN,39,Business Consultant,"Portsmouth, Hampshire"
5,1,Iain,Watters,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon",4,IN,31,Construction Engineer,London/Belfast
5,1,Jordan,Cox,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd,12,IN,32,IT Manager,"Sneinton, Nottingham"
5,1,Kate,Henry,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges,6,IN,41,Furniture Restorer,"Brighton, East Sussex"
5,1,Luis,Troyano,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles,7,IN,42,Graphic Designer,"Poynton, Cheshire"
5,1,Martha,Collison,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes,2,IN,17,Student,"Ascot, Berkshire"
5,1,Nancy,Birtwhistle,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes,1,STAR BAKER,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,1,Norman,Calder,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes,11,IN,66,Retired Naval Officer,"Portknockie, Moray"
5,1,Richard,Burr,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes,10,IN,38,Builder,"Mill Hill, London"
5,2,Chetna,Makan,Fenugreek and Carom Crackers,Day On The Beach,8,IN,35,Fashion Designer,"Broadstairs, Kent"
5,2,Diana,Beard,Parmesan Triangles,"Express, First Class",7,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,2,Enwezor,Nzegwu,Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene,9,OUT,39,Business Consultant,"Portsmouth, Hampshire"
5,2,Iain,Watters,Za'atar and Fig Biscuits,Wild West Scene,11,IN,31,Construction Engineer,London/Belfast
5,2,Jordan,Cox,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack,6,IN,32,IT Manager,"Sneinton, Nottingham"
5,2,Kate,Henry,Parmesan and Apple Biscuits,Tea Time,4,IN,41,Furniture Restorer,"Brighton, East Sussex"
5,2,Luis,Troyano,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon,3,IN,42,Graphic Designer,"Poynton, Cheshire"
5,2,Martha,Collison,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene,5,IN,17,Student,"Ascot, Berkshire"
5,2,Nancy,Birtwhistle,Fennel and Rye Thins,Hansel and Gretel Scene,2,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,2,Norman,Calder,Farthing Biscuits,Zulu Boats at Dawn,10,IN,66,Retired Naval Officer,"Portknockie, Moray"
5,2,Richard,Burr,Rosemary Seeded Crackers,Pirates!,1,STAR BAKER,38,Builder,"Mill Hill, London"
5,3,Chetna,Makan,Onion and Pine Nut Rolls,Rolled and Filled Twin Loaf,8,IN,35,Fashion Designer,"Broadstairs, Kent"
5,3,Diana,Beard,Rustic Picnic Rolls,Sharing Savoury Pinwheel,7,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,3,Iain,Watters,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip,9,IN,31,Construction Engineer,London/Belfast
5,3,Jordan,Cox,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche,10,OUT,32,IT Manager,"Sneinton, Nottingham"
5,3,Kate,Henry,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread",1,IN,41,Furniture Restorer,"Brighton, East Sussex"
5,3,Luis,Troyano,Opposites Attract Rolls,Roscón de Reyes,2,STAR BAKER,42,Graphic Designer,"Poynton, Cheshire"
5,3,Martha,Collison,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf,3,IN,17,Student,"Ascot, Berkshire"
5,3,Nancy,Birtwhistle,Cider and Walnut Crusty Rolls,'Full English' Stromboli,5,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,3,Norman,Calder,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf,4,IN,66,Retired Naval Officer,"Portknockie, Moray"
5,3,Richard,Burr,Rye and Cranberry Rolls,Pesto Pinwheel,6,IN,38,Builder,"Mill Hill, London"
5,4,Chetna,Makan,"Rhubarb, Strawberry and Orange Puddings","Mango, Raspberry and Coconut Baked Alaska",3,IN,35,Fashion Designer,"Broadstairs, Kent"
5,4,Diana,Beard,Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan,9,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,4,Iain,Watters,"Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)",6,OUT,31,Construction Engineer,London/Belfast
5,4,Kate,Henry,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska",7,IN,41,Furniture Restorer,"Brighton, East Sussex"
5,4,Luis,Troyano,Pears in Puddings,Bakewell Alaska,2,IN,42,Graphic Designer,"Poynton, Cheshire"
5,4,Martha,Collison,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska,1,IN,17,Student,"Ascot, Berkshire"
5,4,Nancy,Birtwhistle,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska,4,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,4,Norman,Calder,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise,8,IN,66,Retired Naval Officer,"Portknockie, Moray"
5,4,Richard,Burr,Black Forest Chocolate Fondants,Tiramisu Baked Alaska,5,STAR BAKER,38,Builder,"Mill Hill, London"
5,5,Chetna,Makan,Rice Custard Tart with Mangoes and Raspberries,Fusion Tiered Pies,2,IN,35,Fashion Designer,"Broadstairs, Kent"
5,5,Kate,Henry,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies",3,STAR BAKER,41,Furniture Restorer,"Brighton, East Sussex"
5,5,Luis,Troyano,Tropical Manchester Tart,Four Fruity Seasons Tower,6,IN,42,Graphic Designer,"Poynton, Cheshire"
5,5,Martha,Collison,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie,1,IN,17,Student,"Ascot, Berkshire"
5,5,Nancy,Birtwhistle,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies,4,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,5,Norman,Calder,Tarte au Citron,Pieful Tower,5,OUT,66,Retired Naval Officer,"Portknockie, Moray"
5,5,Richard,Burr,Fig and Orange Tart,Three Course Autumn Pie Feast,7,IN,38,Builder,"Mill Hill, London"
5,6,Chetna,Makan,Orange Savarin with Cinnamon Cream,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream,2,STAR BAKER,35,Fashion Designer,"Broadstairs, Kent"
5,6,Kate,Henry,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes,6,IN,41,Furniture Restorer,"Brighton, East Sussex"
5,6,Luis,Troyano,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill,3,IN,42,Graphic Designer,"Poynton, Cheshire"
5,6,Martha,Collison,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte,4,IN,17,Student,"Ascot, Berkshire"
5,6,Nancy,Birtwhistle,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte,1,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,6,Richard,Burr,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte,5,IN,38,Builder,"Mill Hill, London"
5,7,Chetna,Makan,Crispy Lentil Kachori,Chocolate and Mango & Lemon Meringue Éclairs,6,IN,35,Fashion Designer,"Broadstairs, Kent"
5,7,Kate,Henry,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs,4,OUT,41,Furniture Restorer,"Brighton, East Sussex"
5,7,Luis,Troyano,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)",5,IN,42,Graphic Designer,"Poynton, Cheshire"
5,7,Martha,Collison,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs,3,IN,17,Student,"Ascot, Berkshire"
5,7,Nancy,Birtwhistle,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs,2,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,7,Richard,Burr,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",1,STAR BAKER,38,Builder,"Mill Hill, London"
5,8,Chetna,Makan,Date and Walnut Swirl Bread,Chocolate Mousse Filled DoughnutsBraided Doughnuts,1,IN,35,Fashion Designer,"Broadstairs, Kent"
5,8,Luis,Troyano,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)",2,IN,42,Graphic Designer,"Poynton, Cheshire"
5,8,Martha,Collison,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts,5,OUT,17,Student,"Ascot, Berkshire"
5,8,Nancy,Birtwhistle,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",3,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,8,Richard,Burr,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts,4,STAR BAKER,38,Builder,"Mill Hill, London"
5,9,Chetna,Makan,Chocolate Orange Baklava Masala Chai Baklava,"Chocolate, Orange & Nut EntremetsCappuccino Entremets",4,OUT,35,Fashion Designer,"Broadstairs, Kent"
5,9,Luis,Troyano,Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",1,IN,42,Graphic Designer,"Poynton, Cheshire"
5,9,Nancy,Birtwhistle,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets,3,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,9,Richard,Burr,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,2,STAR BAKER,38,Builder,"Mill Hill, London"
5,10,Luis,Troyano,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,2,Runner-up,42,Graphic Designer,"Poynton, Cheshire"
5,10,Nancy,Birtwhistle,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,1,WINNER,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,10,Richard,Burr,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,3,Runner-up,38,Builder,"Mill Hill, London"
6,1,Alvin,Magallanes,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,2,IN,37,Nurse,"Bracknell, Berkshire"
6,1,Dorret,Conway,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,5,IN,53,Accountant,"Penwortham, Lancashire"
6,1,Flora,Shedden,Blood Orange Madeira Cake,Black Forest Gâteau,6,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,1,Ian,Cumming,Somewhere West of Madeira Cake,Black Forest Cherry Tree,8,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,1,Marie,Campbell,Zingy Citrus Madeira Cake,A Walk in the Black Forest,3,STAR BAKER,66,Retired,"Auchterarder, Perthshire"
6,1,Mat,Riley,Gin and Tonic Madeira Cake,Black Forest Gateau,7,IN,37,Fire fighter,London
6,1,Nadiya,Hussain,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,12,IN,30,Full-time mother,Leeds / Luton
6,1,Paul,Jagger,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,10,IN,49,Prison governor,"Swansea, Wales"
6,1,Sandy,Docherty,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,9,IN,49,Child welfare officer,"Yeadon, West Yorkshire"
6,1,Stu,Henshall,Marley Madeira Cake,Purple Forest Gâteau,11,OUT,35,Professional musician,"Guildford, Surrey"
6,1,Tamal,Ray,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell,4,IN,29,Trainee anaesthetist,Manchester
6,1,Ugnė,Bubnaityte,Lemon and Thyme Madeira Cake,Falling Cup Gâteau,1,IN,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,2,Alvin,Magallanes,"Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps,6,IN,37,Nurse,"Bracknell, Berkshire"
6,2,Dorret,Conway,Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs,1,IN,53,Accountant,"Penwortham, Lancashire"
6,2,Flora,Shedden,Wedding Biscotti,Honey and Earl Grey Tea Box,2,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,2,Ian,Cumming,"Orange, Rosemary and Almond Biscotti",Sandwich de la Confiture,3,STAR BAKER,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,2,Marie,Campbell,Biscotti Italiano,Russian Box,11,OUT,66,Retired,"Auchterarder, Perthshire"
6,2,Mat,Riley,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine,5,IN,37,Fire fighter,London
6,2,Nadiya,Hussain,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes,9,IN,30,Full-time mother,Leeds / Luton
6,2,Paul,Jagger,"Chocolate, Hazelnut and Fig Biscotti",Memory Box,10,IN,49,Prison governor,"Swansea, Wales"
6,2,Sandy,Docherty,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box,4,IN,49,Child welfare officer,"Yeadon, West Yorkshire"
6,2,Tamal,Ray,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box,8,IN,29,Trainee anaesthetist,Manchester
6,2,Ugnė,Bubnaityte,White Wine Biscotti,Baby Climbing into the Cookie Box,7,IN,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,3,Alvin,Magallanes,"Prosciutto, Manchego and Balsamic Onion Soda Breads",Cornucopia,4,IN,37,Nurse,"Bracknell, Berkshire"
6,3,Dorret,Conway,Walnut and Stilton Soda Breads,Unmade Bread,6,OUT,53,Accountant,"Penwortham, Lancashire"
6,3,Flora,Shedden,Fig and Hazelnut Rye Breads,Herb Couture,2,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,3,Ian,Cumming,Wild Garlic Pesto Soda Breads,Flour Power,1,STAR BAKER,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,3,Mat,Riley,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion,8,IN,37,Fire fighter,London
6,3,Nadiya,Hussain,Mexican Bread with Warm Tomato Salsa,Snake Charmer's Basket,9,IN,30,Full-time mother,Leeds / Luton
6,3,Paul,Jagger,Cranberry and Orange Sweet Soda Breads,King of the Jungle,10,IN,49,Prison governor,"Swansea, Wales"
6,3,Sandy,Docherty,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre,7,IN,49,Child welfare officer,"Yeadon, West Yorkshire"
6,3,Tamal,Ray,"Fig, Cheese and Walnut Breads",Breadcycle,3,IN,29,Trainee anaesthetist,Manchester
6,3,Ugnė,Bubnaityte,Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket,5,IN,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,4,Alvin,Magallanes,Blackberry Crème Brûlées,Tower of Fruits Cheesecakes,9,IN,37,Nurse,"Bracknell, Berkshire"
6,4,Flora,Shedden,Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes,3,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,4,Ian,Cumming,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes,4,STAR BAKER,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,4,Mat,Riley,Coconut Crème Brûlées,Chocolate Bar Cheesecakes,7,IN,37,Fire fighter,London
6,4,Nadiya,Hussain,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes,8,IN,30,Full-time mother,Leeds / Luton
6,4,Paul,Jagger,Almond Crème Brûlées,Berry Cheesecake Tower,1,IN,49,Prison governor,"Swansea, Wales"
6,4,Sandy,Docherty,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes",6,OUT,49,Child welfare officer,"Yeadon, West Yorkshire"
6,4,Tamal,Ray,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio",5,IN,29,Trainee anaesthetist,Manchester
6,4,Ugnė,Bubnaityte,Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes",2,IN,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,5,Alvin,Magallanes,Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll",8,IN,37,Nurse,"Bracknell, Berkshire"
6,5,Flora,Shedden,"Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche,3,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,5,Ian,Cumming,Honey and Flowers Cake,Dessert Island,5,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,5,Mat,Riley,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll,4,IN,37,Fire fighter,London
6,5,Nadiya,Hussain,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll,1,STAR BAKER,30,Full-time mother,Leeds / Luton
6,5,Paul,Jagger,Carrot & Pecan Cake,Dessert Island Getaway,2,IN,49,Prison governor,"Swansea, Wales"
6,5,Tamal,Ray,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll,7,IN,29,Trainee anaesthetist,Manchester
6,5,Ugnė,Bubnaityte,Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll",6,OUT,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,6,Alvin,Magallanes,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,6,OUT,37,Nurse,"Bracknell, Berkshire"
6,6,Flora,Shedden,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents,2,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,6,Ian,Cumming,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer,3,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,6,Mat,Riley,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,1,STAR BAKER,37,Fire fighter,London
6,6,Nadiya,Hussain,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,4,IN,30,Full-time mother,Leeds / Luton
6,6,Paul,Jagger,Christmas Frangipane Tart,Savoury and Sweet Bouchées,5,IN,49,Prison governor,"Swansea, Wales"
6,6,Tamal,Ray,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,7,IN,29,Trainee anaesthetist,Manchester
6,7,Flora,Shedden,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",4,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,7,Ian,Cumming,Roadkill Pie,Victoria's Crown Charlotte Russe,5,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,7,Mat,Riley,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,6,OUT,37,Fire fighter,London
6,7,Nadiya,Hussain,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,1,IN,30,Full-time mother,Leeds / Luton
6,7,Paul,Jagger,Not a Boaring Pie,Charlotte Rose,2,IN,49,Prison governor,"Swansea, Wales"
6,7,Tamal,Ray,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",3,STAR BAKER,29,Trainee anaesthetist,Manchester
6,8,Flora,Shedden,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,3,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,8,Ian,Cumming,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,2,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,8,Nadiya,Hussain,Rose Pistachio and Mocha Hazelnut Horns,Bubble Gum and Peppermint Cream Religieuse à l'ancienne,1,STAR BAKER,30,Full-time mother,Leeds / Luton
6,8,Paul,Jagger,Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne,5,OUT,49,Prison governor,"Swansea, Wales"
6,8,Tamal,Ray,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne,4,IN,29,Trainee anaesthetist,Manchester
6,9,Flora,Shedden,Passion Fruit and Chocolate Tart,Cocoa Carousel,1,OUT,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,9,Ian,Cumming,Chocolate and Bay Tart,Chocolate Well,3,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,9,Nadiya,Hussain,Peanut Salted Caramel and Chocolate Tart,Peacock in Nan's Door,4,STAR BAKER,30,Full-time mother,Leeds / Luton
6,9,Tamal,Ray,Chocolate New York Pie,Chocolate Bell Tower,2,IN,29,Trainee anaesthetist,Manchester
6,10,Ian,Cumming,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake,2,Runner-up,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,10,Nadiya,Hussain,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake,1,WINNER,30,Full-time mother,Leeds / Luton
6,10,Tamal,Ray,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake,3,Runner-up,29,Trainee anaesthetist,Manchester
7,1,Andrew,Smyth,Lemon and Rosemary Drizzle Cake,'Ultimate Indulgence' Mirror Glaze Cake,12,IN,25,Aerospace engineer,"Derby / Holywood, County Down"
7,1,Benjamina,Ebuehi,"Pistachio, Cardamom and Lemon Drizzle Cake",White Chocolate Mirror Glaze with Salted Praline Buttercream,6,IN,23,Teaching assistant,South London
7,1,Candice,Brown,Raspberry and Rhubarb Drizzle Custard Bundt Cake,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?",5,IN,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,1,Jane,Beedle,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake,7,STAR BAKER,61,Garden designer,Beckenham
7,1,Kate,Barmby,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake,4,IN,37,Nurse,"Brooke, Norfolk"
7,1,Lee,Banfield,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake,11,OUT,67,Pastor,Bolton
7,1,Louise,Williams,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake,9,IN,46,Hairdresser,Cardiff
7,1,Michael,Georgiou,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze,3,IN,20,Student,Durham
7,1,Rav,Bansal,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake,8,IN,28,Student support,Erith
7,1,Selasi,Gbormittah,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake",1,IN,30,Client service associate,London
7,1,Tom,Gilliford,G&T Drizzle Cake,Black Forest Broken Mirror,2,IN,26,Project engagement manager,Rochdale
7,1,Val,Stones,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting,10,IN,66,"Semi-retired, Substitute teacher",Yeovil
7,2,Andrew,Smyth,Beehive Biscuits,Punting in Cambridge,4,IN,25,Aerospace engineer,"Derby / Holywood, County Down"
7,2,Benjamina,Ebuehi,Bouquet Biscuits,"New York, New York",3,IN,23,Teaching assistant,South London
